Autor;Título;Catálogo;Descripción;Instrumentación;Fecha;Letras;Comentarios;Edición;Editor;Estreno;URL
Bach, Johann Sebastian (1685–1750);Weimarer Passion;BWV deest;Passion (Good Friday);unknown (possibly: S solo, T solo, B solo, S, A, T, B, traverse flute I, traverse flute II, oboe I, oboe II, violin I, violin II, viola, basso continuo (?));;;"Daher ist es denkbar, dass er damals tätsächlich seine eigene Passionmusik neu komponierte. (vgl. Einem Hinweis bei C. L. Hilgenfeldt nach könnte eine der fünf Passionen Bachs ""im Jahre 1717 componirt"" worden sein.) Text und Musik dieser Passion sind verschollen.";;N. Ebata;26 March 171726 March 1717;https://www.bach-digital.de/receive/BachDigitalWork_work_00001533?lang=en
Kaiser (Keiser, Gottfried ?);"Passion pasticcio ""Jesus Christus ist um unsrer Missetat willen verwundet""  (Marks Passion, Weimar version)";BNB I/K/1 (Weimarer Fassung);Passion (Good Friday);S, A, T, B, violin I, violin II, viola I, viola II, harpsichord;;;;NBANBA, II/9, -- (Kirsten Beißwenger, 2000) – Critical report (2000), S. 81ff.;Hausmann;;https://www.bach-digital.de/receive/BachDigitalWork_work_00001534?lang=en
Kaiser (Keiser, Gottfried ?);Passion pasticcio St. Mark (1st Leipzig version 1726);BNB I/K/1 (Leipziger Fassung);Passion (Good Friday);S, A, T, B, violin I, violin II, viola I, viola II, organ;;;in the 2nd Leipzig version (s. BWV deest, Serie II: 5) Bach also used movements of Handel's Brockes-Passion.;NBANBA, II/9, -- (Kirsten Beißwenger, 2000) – Critical report (2000), S. 81ff.;Übernahme von www.bach.gwdg.de;19 April 172619 April 1726;https://www.bach-digital.de/receive/BachDigitalWork_work_00001535?lang=en
Bach, Johann Sebastian (1685–1750);"""Serenade""";BWV deest;Secular cantata (unknown purpose);unknown;;;"The libretto of an unknown author and the music are lost; performance mentiones in Leipzig newspapers (s. Dok. II, no. 459).";;Übernahme von www.bach.gwdg.de;7 October 17397 October 1739;https://www.bach-digital.de/receive/BachDigitalWork_work_00001536?lang=en
Bach, Johann Sebastian (1685–1750);outline of a cantata;BWV deest;Cantata (unknown purpose);S, A, T, B?, trumpet I, trumpet II, trumpet III, timpani, traverse flute I, traverse flute II, oboe I, oboe II, violin I, violin II, viola, basso continuo;;;"EZ EZ 1732/1735; Lost except several bars from the beginning of some instrumental parts.";;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00001537?lang=en
Bach, Johann Sebastian ? (1685–1750);Der so da vorüber gangen (duet);BWV deest;Lied (Good Friday);S*S*, B*, Cr, Vl, Va, Bc,;;;Notenincipit in: Kataloge bayrischer Musiksammlungen 17, S. 9 (Arie I);;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00001538?lang=en
Krebs, Johann Ludwig (1713–1780);Ach Gott, erhör mein Seufzen;Emans 2;Chorale setting;Organ;;;G. Weinberger (Hrg.), J. L. Krebs, Sämtliche Orgelwerke, Bd. III, Wiesbaden 1986, S. 10 (Neuedition);NBANBA, IV/10, -- (Reinmar Emans, 2007) – Critical report (2008), S. 279;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00001539?lang=en
Walther, Johann Gottfried (1684–1748);Ach Gott, tu dich erbarmen;Emans 4;Chorale setting;Organ;;;"Fehlzuschreibung an J. S. Bach durch F. Hauser (Besitzer von D-B Mus. ms. 22541/1; s. P. Wollny, in: KB IV/11, S. 203)";NBANBA, IV/10, -- (Reinmar Emans, 2007) – Critical report (2008), S. 285;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00001540?lang=en
Walther, Johann Gottfried (1684–1748);Ach Gott und Herr;Emans 6;Chorale setting;Organ;;;"Choralpartita (Vers 1-7); vgl. Einzelüberlieferung von Vers 4 bzw. 3 siehe BWV 692(a) bzw. 693 (= Emans 7, 8).";;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00001541?lang=en
Krebs, Johann Ludwig (1713–1780);Ach Gott, vom Himmel sieh darein;Emans 9;Chorale setting;Organ;;;G. Weinberger (Hrg.), J. L. Krebs, Sämtliche Orgelwerke, Bd. IV, Wiesbaden 1986, S. 26 (Neuedition);NBANBA, IV/10, -- (Reinmar Emans, 2007) – Critical report (2008), S. 289;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00001542?lang=en
Kauffmann, Georg Friedrich (1679–1735);Ach Gott, vom Himmel sieh darein;Emans 10;Chorale setting;Organ;;;Lit.: Emans, Nr. 10.;NBANBA, IV/10, -- (Reinmar Emans, 2007) – Critical report (2008), S. 293;N. Ebata;;https://www.bach-digital.de/receive/BachDigitalWork_work_00001543?lang=en
Walther, Johann Gottfried (1684–1748);Ach Herr, mich armen Sünder;Emans 13;Chorale setting;Organ;;;"Fehlzuschreibung an J. S. Bach durch F. Hauser (Besitzer von D-B Mus. ms. 22541/1; s. P. Wollny, in: KB IV/11, S. 203)";NBANBA, IV/10, -- (Reinmar Emans, 2007) – Critical report (2008), S. 301;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00001544?lang=en
Krebs, Johann Ludwig (1713–1780);Ach Herr, mich armen Sünder;Emans 14;Chorale setting;Organ;;;G. Weinberger (Hrg.), J. L. Krebs, Sämtliche Orgelwerke, Bd. III, Wiesbaden 1986, S. 14;NBANBA, IV/10, -- (Reinmar Emans, 2007) – Critical report (2008), S. 305;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00001545?lang=en
Kauffmann, Georg Friedrich (1679–1735);Ach Herr, mich armen Sünder;Emans 15;Chorale setting;Organ;;;Lit.: Emans, Nr. 15.;NBANBA, IV/10, -- (Reinmar Emans, 2007) – Critical report (2008), S. 310;N. Ebata;;https://www.bach-digital.de/receive/BachDigitalWork_work_00001546?lang=en
Pachelbel, Johann (1653–1706);Ach Herr, mich armen Sünder;Emans 16;Chorale setting;Organ;;;"Lit.: Emans, Nr. 16 (teilweise J. Pachelbel zugewiesen); M. Seiffert (Hrg.), Orgelkompositionen von J. Pachelbel, DTB, 4. Jg., 4. Bd., S. 62 (Neuedition). Eine Quelle überliefert eine bearbeitet Version (evt. von J. S. Bach?).";NBANBA, IV/10, -- (Reinmar Emans, 2007) – Critical report (2008), S. 312;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00001547?lang=en
Walther, Johann Gottfried (1684–1748);Ach, was soll ich Sünder machen;Emans 18;Chorale setting;Organ;;;"Fehlzuschreibung an J. S. Bach durch F. Hauser (Besitzer von D-B Mus. ms. 22541/1; s. P. Wollny, in: KB IV/11, S. 203)";NBANBA, IV/11, -- (Peter Wollny, 2003) – Critical report (2004), S. 198;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00001548?lang=en
Bach, Johann Sebastian ? (1685–1750);Ach Herr, was soll ich Sünder machen;Emans 19;Chorale setting;Organ;;;H. Haselböck (Hrg.), J. S. Bach, Orgelchoräle aus der Rudorff-Sammlung, Kassel 1995, S. 14 (Neuedition);;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00001549?lang=en
Walther, Johann Gottfried (1684–1748);Allein Gott in der Höh sei Ehr;Emans 24;Chorale setting;Organ;;;"Fehlzuschreibung von Vers 5, 1, 7 der gesamten Partita an J. S. Bach durch F. Hauser (Besitzer von D-B Mus. ms. 22541/1; s. P. Wollny, in: KB IV/11, S. 203)";NBANBA, IV/11, -- (Peter Wollny, 2003) – Critical report (2004), S. 200;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00001550?lang=en
Bach, Johann Sebastian ? (1685–1750);Allein Gott in der Höh sei Ehr;Emans 25;Chorale setting;Organ;;;Das kurze Choralvorspiel ist durchgehend schlicht gehalten und lässt den bei Bachschen Werken so oft erkennbaren vorwärtsdrängenden Zug kaum erkennen. Es erinnert stilistisch in vielerlei Hinsicht eher an J. G. Walthers oder J. A. Sorges Vorspiele. (NBA IV/10, KB, S. 54);NBANBA, IV/10, S. 17 (Reinmar Emans, 2007) – Critical report (2008), S. 53;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00001551?lang=en
Walther, Johann Gottfried (1684–1748);Allein zu dir, Herr Jesu Christ;Emans 27;Chorale setting;Organ;;;"Fehlzuschreibung an J. S. Bach durch F. Hauser (Besitzer von D-B Mus. ms. 22541/1; s. P. Wollny, in: KB IV/11, S. 203)";NBANBA, IV/10, S. 18 (Reinmar Emans, 2007) – Critical report (2008), S. 56;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00001552?lang=en
Bach, Johann Sebastian ? (1685–1750);Auf meinen lieben Gott;Emans 30;Chorale setting;Organ;;;"authorship doubted; Lit.: Emans, no. 30";NBANBA, IV/10, S. 21 (Reinmar Emans, 2007) – Critical report (2008), S. 67;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00001553?lang=en
Walther, Johann Gottfried (1684–1748);Aus der Tiefe rufe ich;Emans 32;Chorale setting;Organ;;;"Fehlzuschreibung an J. S. Bach durch F. Hauser (Besitzer von D-B Mus. ms. 22541/1; s. P. Wollny, in: KB IV/11, S. 203)";;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00001554?lang=en
Bach, Johann Sebastian ? (1685–1750);Aus tiefer Not schrei ich zu dir;Emans 34;Chorale setting;Organ;;;"authorship doubted; Lit.: Emans, no. 34";NBANBA, IV/10, S. 26 (Reinmar Emans, 2007) – Critical report (2008), S. 81;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00001555?lang=en
Bach, Johann Sebastian ? (1685–1750);Befiehl du deine Wege;Emans 36;Chorale setting;Organ;;;"authorship doubted; Lit.: Emans, no. 36";NBANBA, IV/10, S. 30 (Reinmar Emans, 2007) – Critical report (2008), S. 85;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00001556?lang=en
Bach, Johann Sebastian ? (1685–1750);Befiehl du deine Wege;Emans 37;Chorale setting;Organ;;;"authorship doubted; Lit.: Emans, no. 37";NBANBA, IV/10, S. 34 (Reinmar Emans, 2007) – Critical report (2008), S. 87;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00001557?lang=en
Krebs, Johann Ludwig (1713–1780);Christ lag in Todesbanden;Emans 42;Chorale setting;Organ;;;G. Weinberger (Hrg.), J. L. Krebs, Sämtliche Orgelwerke, Bd. IV, Wiesbaden 1986, S. 23 (Neuedition);NBANBA, IV/10, -- (Reinmar Emans, 2007) – Critical report (2008), S. 332;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00001558?lang=en
Pachelbel, Johann ? (1653–1706);Christus, der uns selig macht;Emans 46;Chorale setting;Organ;;;Zuschreibung bei Emans, S. 29: J. Pachelbel?;NBANBA, IV/10, -- (Reinmar Emans, 2007) – Critical report (2008), S. 336;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00001559?lang=en
Fischer, Johann Caspar Ferdinand (ca. 1665–1746);Da Jesus an dem Kreuze stund;Emans 47;Chorale setting;Organ;;;E. v. Werra (Hrg.), J. C. F. Fischer, Sämtliche Werke für Klavier und Orgel, Nachdruck der Ausgabe Leipzig 1901, New York 1965, S. 96;NBANBA, IV/10, -- (Reinmar Emans, 2007) – Critical report (2008), S. 339;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00001560?lang=en
Bach, Johann Sebastian ? (1685–1750);Da Jesus an dem Kreuze stund;Emans 48;Chorale setting;Organ;;;"authorship doubted; Lit.: Emans, no. 48";NBANBA, IV/10, S. 42 (Reinmar Emans, 2007) – Critical report (2008), S. 97;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00001561?lang=en
Walther, Johann Gottfried (1684–1748);Danket dem Herrn, denn er ist sehr freundlich;Emans 49;Chorale setting;Organ;;;"Fehlzuschreibung an J. S. Bach durch F. Hauser (Besitzer von D-B Mus. ms. 22541/1; s. P. Wollny, in: KB IV/11, S. 203)";NBANBA, IV/10, -- (Reinmar Emans, 2007) – Critical report (2008), S. 341;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00001562?lang=en
Bach, Johann Sebastian ? (1685–1750);Der Tag, der ist so freudenreich;Emans 53;Chorale setting;Organ;;;"Lit.: Emans, Nr. 53;";NBANBA, IV/10, -- (Reinmar Emans, 2007) – Critical report (2008), S. 345;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00001563?lang=en
Walther, Johann Gottfried (1684–1748);Dies sind die heilgen zehn Gebot;Emans 54;Chorale setting;Organ;;;"Fehlzuschreibung an J. S. Bach durch F. Hauser (Besitzer von D-B Mus. ms. 22541/1; s. P. Wollny, in: KB IV/11, S. 203)";NBANBA, IV/10, -- (Reinmar Emans, 2007) – Critical report (2008), S. 347;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00001564?lang=en
Bach, Johann Sebastian ? (1685–1750);Dies sind die heilgen zehn Gebot;Emans 55;Chorale setting;Organ;;;"authorship doubted; Lit.: Emans, no. 55";;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00001565?lang=en
Bach, Johann Sebastian ? (1685–1750);Erhalt uns, Herr, bei deinem Wort;Emans 63;Chorale setting;Organ;;;"authorship doubted; Lit.: Emans, no. 63";NBANBA, IV/10, S. 54 (Reinmar Emans, 2007) – Critical report (2008), S. 125;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00001566?lang=en
Bach, Johann Sebastian ? (1685–1750);Es ist gewisslich an der Zeit;Emans 66;Chorale setting;Organ;;;"Variante von BWV 734a (= Emans 67); Vergleiche BWV 734 (""Nun freut euch, lieben Christen g'mein"")";NBANBA, IV/10, -- (Reinmar Emans, 2007) – Critical report (2008), S. 357;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00001567?lang=en
Bach, Johann Sebastian ? (1685–1750);Es ist gewisslich an der Zeit;Emans 68;Chorale setting;Organ;;;stilistisch eher 2. Hälfte 18. Jh. Die Choralzeilen stammen offenbar von einem anderen Komponisten als die Zwischenspiele, als Bearbeiter kommt Johann Peter Kellner in Frage.;NBANBA, IV/10, -- (Reinmar Emans, 2007) – Critical report (2008), S. 360;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00001569?lang=en
Bach, Johann Sebastian ? (1685–1750);Es spricht der Unweisen Mund wohl;Emans 69;Chorale setting;Organ;;;H. Haselböck (Hrg.), J. S. Bach, Orgelchoräle aus der Rudorff-Sammlung, Kassel 1995, S. 9 (Neuedition);NBANBA, IV/10, S. 65 (Reinmar Emans, 2007) – Critical report (2008), S. 138;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00001570?lang=en
Krebs, Johann Ludwig (1713–1780);Freu dich sehr, o meine Seele;Emans 72;Chorale setting;Organ;;;G. Weinberger (Hrg.), J. L. Krebs, Sämtliche Orgelwerke, Bd. III, Wiesbaden 1986, S. 24 u. 168.;NBANBA, IV/10, S. 72 (Reinmar Emans, 2007) – Critical report (2008), S. 148;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00001571?lang=en
Bach, Johann Sebastian ? (1685–1750);Freu dich sehr, o meine Seele;Emans 73;Chorale setting;Organ;;;klare Zuweisung zu einem Komponisten aufgrund der Kürze des Fragments nicht möglich.;NBANBA, IV/10, S. 73 (Reinmar Emans, 2007) – Critical report (2008), S. 157;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00001572?lang=en
Walther, Johann Gottfried (1684–1748);Gott des Himmels und der Erden;Emans 77;Chorale setting;Organ;;;"Fehlzuschreibung an J. S. Bach durch F. Hauser (Besitzer von D-B Mus. ms. 22541/1; s. P. Wollny, in: KB IV/11, S. 203)";NBANBA, IV/10, -- (Reinmar Emans, 2007) – Critical report (2008), S. 372;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00001573?lang=en
Kauffmann, Georg Friedrich (1679–1735);Helft mir Gotts Güte preisen / Von Gott will ich nicht lassen;Emans 80;Chorale setting;Organ;;;Lit.: Emans, Nr. 80.;NBANBA, IV/10, -- (Reinmar Emans, 2007) – Critical report (2008), S. 375;N. Ebata;;https://www.bach-digital.de/receive/BachDigitalWork_work_00001574?lang=en
Krebs, Johann Ludwig (1713–1780);Helft mir Gotts Güte preisen / Von Gott will ich nicht lassen;Emans 81;Chorale setting;Organ;;;"G. Weinberger (Hrg.), J. L. Krebs, Sämtliche Orgelwerke, Bd. III, Wiesbaden 1986, S. 98 unter dem Titel ""Von Gott will ich nicht lassen"" (Neuedition)";NBANBA, IV/10, -- (Reinmar Emans, 2007) – Critical report (2008), S. 377;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00001575?lang=en
Bach, Johann Sebastian ? (1685–1750);Herr Christ, der einig Gotts Sohn;Emans 85;Chorale setting;Organ;;;"authorship doubted; Lit.: Emans, no. 85";NBANBA, IV/10, S. 79 (Reinmar Emans, 2007) – Critical report (2008), S. 166;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00001576?lang=en
Adlung, Jakob (1699–1762);Herr Christ, der einig Gotts Sohn;Emans 86;Chorale setting;Organ;;;Lit.: Emans, Nr. 86 (teilweise J. Adlung zugewiesen);NBANBA, IV/10, -- (Reinmar Emans, 2007) – Critical report (2008), S. 379;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00001577?lang=en
Walther, Johann Gottfried (1684–1748);Herr Gott, dich loben wir;Emans 87;Chorale setting;Organ;;;"Fehlzuschreibung an J. S. Bach durch F. Hauser (Besitzer von D-B Mus. ms. 22541/1; s. P. Wollny, in: KB IV/11, S. 203)";NBANBA, IV/10, -- (Reinmar Emans, 2007) – Critical report (2008), S. 383;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00001578?lang=en
Bach, Johann Sebastian ? (1685–1750);Herr Jesu Christ, wahr' Mensch und Gott;Emans 100;Chorale setting;Organ;;;H. Haselböck (Hrg.), J. S. Bach, Orgelchoräle aus der Rudorff-Sammlung, Kassel 1995, S. 6 (Neuedition);NBANBA, IV/10, S. 82 (Reinmar Emans, 2007) – Critical report (2008), S. 177;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00001579?lang=en
Bach, Johann Sebastian ? (1685–1750);Herr Jesu Christ, wahr' Mensch und Gott;Emans 101;Chorale setting;Organ;;;H. Haselböck (Hrg.), J. S. Bach, Orgelchoräle aus der Rudorff-Sammlung, Kassel 1995, S. 8 (Neuedition);NBANBA, IV/10, S. 84 (Reinmar Emans, 2007) – Critical report (2008), S. 179;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00001580?lang=en
Kirnberger, Johann Philipp (1721–1783);Herzlich tut mich verlangen;Emans 103;Chorale setting;Organ;;;Lit.: Emans, Nr. 103. In mehreren Quellen Kirnberger zugewiesen, dort Fassung in c-moll.;NBANBA, IV/10, -- (Reinmar Emans, 2007) – Critical report (2008), S. 403;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00001581?lang=en
Bach, Johann Sebastian ? (1685–1750);Herzliebster Jesu, was hast du verbrochen;Emans 105;Chorale setting;Organ;;;"Autorschaft fraglich; auch N. Vetter zugeschrieben. Lit.: Emans, Nr. 105";NBANBA, IV/10, S. 85 (Reinmar Emans, 2007) – Critical report (2008), S. 181;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00001582?lang=en
Krebs, Johann Ludwig (1713–1780);Ich ruf zu dir, Herr Jesu Christ;Emans 109;Chorale setting;Organ;;;G. Weinberger (Hrg.), J. L. Krebs, Sämtliche Orgelwerke, Bd. III, Wiesbaden 1986, S. 50 (Neuedition);NBANBA, IV/10, -- (Reinmar Emans, 2007) – Critical report (2008), S. 409;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00001583?lang=en
